hand,P1,B1,P2,B2,P3,B3,player_3rd,banker_3rd,xgb_prob,nn_prob,bet_made,unit_size,result,outcome,bankroll
4,4.0,4.0,0.0,5.0,x,x,0,0,0.585,0.5074,Player,8,LOSS,2,349.0
4,4.0,0.0,6.0,8.0,x,x,0,0,0.5499,0.5069,Banker,0,NO BET,2,349.0
4,9.0,7.0,1.0,3.0,,0,1,1,0.8365,0.4922,Player,0,NO BET,2,349.0
2,1.0,5.0,6.0,5.0,x,x,0,0,0.5388,0.5054,Banker,0,NO BET,2,357.0
3,0.0,6.0,7.0,1.0,x,x,0,0,0.585,0.5065,Banker,8,WIN,2,365.0
3,5.0,0.0,9.0,5.0,x,x,0,0,0.5499,0.506,Banker,0,NO BET,2,365.0
3,5.0,2.0,8.0,0.0,x,x,0,0,0.5517,0.5074,Banker,9,WIN,2,374.0
3,,,,,,,0,0,0.5698,0.5063,Player,9,LOSS,2,365.0
3,2.0,9.0,1.0,0.0,9,9,1,1,0.8394,0.4939,Tie,0,NO BET,2,365.0
3,3.0,5.0,1.0,0.0,x,x,0,0,0.55,0.5076,Player,0,NO BET,2,365.0
3,4.0,0.0,6.0,4.0,0,2,1,1,0.8402,0.4927,Player,0,NO BET,2,365.0
3,,,,,,,0,0,0.6138,0.5149,Tie,9,NO BET,2,365.0
3,,,,,,,0,0,0.6138,0.5149,Missed,9,Missed,2,365.0
4,,,,,,,0,0,0.5388,0.4962,Tie,0,NO BET,2,365.0
4,,,,,,,0,0,0.5388,0.4962,Missed,0,Missed,2,365.0
5,3.0,0.0,2.0,2.0,0,x,1,0,0.881,0.5358,Banker,9,WIN,2,374.0
5,9.0,6.0,8.0,0.0,x,x,0,0,0.585,0.4983,Banker,0,NO BET,2,374.0
5,3.0,9.0,0.0,0.0,1,1,1,1,0.8354,0.5015,Player,9,LOSS,2,365.0
5,8.0,4.0,7.0,5.0,3,0,1,1,0.8365,0.5028,Player,9,LOSS,2,356.0
5,,,,,,,1,1,0.8365,0.5028,Missed,9,Missed,2,356.0
6,4.0,0.0,0.0,4.0,0,x,1,0,0.881,0.5359,Tie,8,NO BET,2,356.0
6,0.0,7.0,7.0,4.0,8,3,1,1,0.8665,0.4992,Banker,0,NO BET,2,356.0
6,0.0,0.0,0.0,6.0,7,5,1,1,0.8354,0.5012,Player,8,LOSS,2,348.0
6,0.0,9.0,0.0,2.0,x,x,0,0,0.5515,0.5033,Player,0,NO BET,2,348.0
6,0.0,0.0,0.0,8.0,3,5,0,0,0.5571,0.5066,Tie,8,NO BET,2,348.0
6,0.0,6.0,0.0,1.0,x,1,0,1,0.5482,0.4711,Player,0,NO BET,2,348.0
6,,,,,,,0,1,0.5482,0.4711,Missed,0,Missed,2,348.0
7,,,,,,,0,1,0.5251,0.4685,Missed,0,Missed,2,348.0
8,0.0,6.0,8.0,0.0,x,x,0,0,0.4947,0.4995,Banker,0,NO BET,0,348.0
8,5.0,0.0,0.0,0.0,7,7,1,1,0.8208,0.4954,Banker,0,NO BET,2,348.0
8,5.0,0.0,0.0,0.0,7,7,1,1,0.8208,0.4954,Banker,0,NO BET,2,348.0
8,3.0,0.0,1.0,0.0,9,0,1,1,0.8155,0.5022,Player,8,LOSS,2,340.0
8,9.0,4.0,5.0,4.0,0,0,1,1,0.8178,0.4987,Banker,0,NO BET,2,340.0
8,,,,,,,1,1,0.8178,0.4987,Missed,0,Missed,2,340.0
9,,,,,,,1,1,0.8195,0.4981,Missed,0,Missed,2,340.0
10,,,,,,,1,1,0.821,0.4959,Missed,0,Missed,2,340.0
11,0.0,0.0,4.0,0.0,6,3,1,1,0.8429,0.4969,Banker,0,NO BET,2,340.0
11,1.0,0.0,0.0,5.0,0,x,1,0,0.8208,0.5425,Banker,8,WIN,2,348.0
11,6.0,0.0,6.0,6.0,x,0,0,1,0.5225,0.4573,Player,0,NO BET,2,348.0
11,5.0,9.0,7.0,0.0,0,x,1,0,0.8178,0.5472,Banker,8,WIN,2,356.0
11,,,,,,,1,0,0.8178,0.5472,Missed,8,Missed,2,356.0
12,,,,,,,1,0,0.8195,0.5453,Missed,8,Missed,2,356.0
13,1.0,5.0,1.0,9.0,x,0,0,1,0.4947,0.464,Player,0,NO BET,0,356.0
13,3.0,0.0,0.0,1.0,9,4,1,1,0.8208,0.5015,Banker,8,WIN,2,364.0
13,6.0,6.0,1.0,3.0,8,x,1,0,0.8155,0.5609,Banker,9,WIN,2,373.0
13,4.0,9.0,1.0,9.0,0,3,1,1,0.8178,0.4958,Tie,0,NO BET,2,373.0
13,2.0,0.0,3.0,7.0,0,2,1,1,0.8195,0.492,Tie,0,NO BET,2,373.0
13,8.0,0.0,0.0,2.0,x,x,0,0,0.5482,0.5145,Player,9,LOSS,2,364.0
13,8.0,7.0,0.0,3.0,1,4,1,1,0.8068,0.4929,Banker,0,NO BET,2,364.0
13,7.0,0.0,6.0,0.0,x,x,0,0,0.5544,0.5239,Player,9,LOSS,2,355.0
1,3.0,8.0,2.0,0.0,0,6,1,1,0.881,0.4949,Tie,0,NO BET,2,355.0
1,3.0,3.0,7.0,8.0,x,2,0,1,0.585,0.4749,Banker,0,NO BET,2,355.0
1,7.0,0.0,1.0,4.0,x,4,0,1,0.5499,0.4737,Banker,0,NO BET,2,355.0
1,0.0,0.0,9.0,5.0,6,3,1,1,0.8365,0.4933,Banker,0,NO BET,2,355.0
1,6.0,0.0,0.0,5.0,x,5,0,1,0.5698,0.4642,Player,0,NO BET,2,355.0
1,1.0,9.0,3.0,1.0,7,0,1,1,0.8394,0.4941,Player,0,NO BET,2,355.0
1,0.0,1.0,0.0,0.0,9,0,1,1,0.8263,0.4976,Banker,0,NO BET,2,355.0
1,,,,,,,1,1,0.8263,0.4976,Missed,0,Missed,2,355.0
2,0.0,2.0,0.0,0.0,1,4,1,1,0.881,0.4979,Banker,0,NO BET,2,355.0
2,1.0,7.0,0.0,4.0,x,x,0,0,0.585,0.5062,Player,8,LOSS,2,347.0
2,6.0,0.0,8.0,5.0,x,6,0,1,0.5499,0.4716,Banker,0,NO BET,2,347.0
2,0.0,1.0,6.0,0.0,0,x,1,0,0.8365,0.5487,Banker,8,WIN,2,355.0
2,,,,,,,1,0,0.8365,0.5487,Missed,8,Missed,2,355.0
3,2.0,3.0,4.0,4.0,x,x,0,0,0.5388,0.4972,Banker,0,NO BET,2,355.0
3,,,,,,,0,0,0.5388,0.4972,Missed,0,Missed,2,355.0
4,9.0,6.0,0.0,3.0,2,5,1,1,0.881,0.4954,Banker,0,NO BET,2,355.0
4,2.0,6.0,5.0,9.0,x,x,0,0,0.585,0.4978,Player,0,NO BET,2,355.0
4,6.0,5.0,0.0,2.0,1,2,1,1,0.8354,0.496,Banker,0,NO BET,2,355.0
4,,,,,,,1,1,0.8354,0.496,Missed,0,Missed,2,355.0
5,,,,,,,1,1,0.8365,0.4965,Missed,0,Missed,2,355.0
6,2.0,8.0,0.0,8.0,x,x,0,0,0.5063,0.5005,Banker,0,NO BET,2,355.0
6,2.0,2.0,0.0,0.0,0,4,1,1,0.8208,0.5011,Tie,8,NO BET,2,355.0
6,,,,,,,1,1,0.8208,0.5011,Missed,8,Missed,2,355.0
7,6.0,0.0,0.0,3.0,x,0,0,1,0.4947,0.4709,Player,0,NO BET,0,355.0
7,,,,,,,0,1,0.4947,0.4709,Missed,0,Missed,0,355.0
8,2.0,5.0,0.0,5.0,x,0,0,1,0.4947,0.469,Player,0,NO BET,0,355.0
8,0.0,3.0,2.0,7.0,x,x,0,0,0.5349,0.502,Banker,0,NO BET,2,355.0
8,1.0,0.0,7.0,0.0,3,x,1,0,0.8155,0.5544,Banker,8,WIN,2,363.0
8,3.0,8.0,4.0,9.0,8,x,1,0,0.8178,0.5582,Player,9,LOSS,2,354.0
8,6.0,0.0,0.0,9.0,x,x,0,0,0.5456,0.5057,Banker,0,NO BET,2,354.0
8,1.0,0.0,9.0,2.0,9,0,1,1,0.821,0.5042,Banker,8,WIN,2,362.0
8,,,,,,,0,0,0.5251,0.5167,Banker,0,NO BET,2,362.0
1,0.0,7.0,7.0,4.0,x,6,0,1,0.5388,0.5079,Tie,0,NO BET,2,352.0
2,,,,,,,0,1,0.5388,0.4681,Missed,0,Missed,2,352.0
3,0.0,0.0,0.0,6.0,8,x,1,0,0.5388,0.4681,Player,0,NO BET,2,352.0
4,,,,,,,1,0,0.8665,0.5372,Missed,8,Missed,2,352.0
5,0.0,4.0,1.0,5.0,9,x,1,0,0.8665,0.5372,Banker,8,WIN,2,360.0
6,,,,,,,1,0,0.8354,0.5414,Missed,9,Missed,2,360.0
7,,,,,,,1,0,0.8354,0.5414,Missed,9,Missed,2,360.0
8,5.0,6.0,8.0,0.0,x,x,0,0,0.8354,0.5414,Banker,9,WIN,2,369.0
9,4.0,4.0,0.0,0.0,x,x,0,0,0.5517,0.5074,Player,9,LOSS,2,360.0
10,,,,,,,0,0,0.5698,0.5044,Missed,9,Missed,2,360.0
11,3.0,3.0,9.0,3.0,5,x,1,0,0.5698,0.5044,Banker,9,WIN,2,369.0
12,,,,,,,1,0,0.8394,0.554,Missed,9,Missed,2,369.0
13,,,,,,,1,0,0.8394,0.554,Missed,9,Missed,2,369.0
14,,,,,,,1,0,0.8394,0.554,Missed,9,Missed,2,369.0
15,,,,,,,1,0,0.8394,0.554,Missed,9,Missed,2,369.0
16,7.0,8.0,0.0,4.0,3,x,1,0,0.8394,0.554,Player,9,LOSS,2,360.0
17,1.0,3.0,1.0,8.0,x,x,0,0,0.8263,0.5582,Banker,9,WIN,2,369.0
18,8.0,6.0,8.0,8.0,0,x,1,0,0.5781,0.5193,Banker,9,WIN,2,378.0
19,,,,,,,0,0,0.843,0.5738,Banker,9,WIN,2,387.0
20,3.0,9.0,6.0,6.0,9,2,1,1,0.6138,0.5313,Player,9,LOSS,2,378.0
21,,,,,,,0,0,0.843,0.5079,Banker,9,WIN,2,387.0
22,0.0,1.0,0.0,0.0,0,0,1,1,0.5917,0.5395,Player,9,LOSS,2,378.0
1,2.0,8.0,9.0,0.0,3,x,1,0,0.5388,0.5079,Banker,0,NO BET,2,369.0
2,3.0,2.0,6.0,8.0,5,6,1,1,0.8665,0.5441,Tie,9,NO BET,2,369.0
3,3.0,0.0,0.0,0.0,9,3,1,1,0.8354,0.4948,Banker,0,NO BET,2,369.0
4,4.0,0.0,6.0,9.0,0,x,1,0,0.8365,0.4951,Banker,0,NO BET,2,369.0
5,0.0,8.0,9.0,7.0,x,x,0,0,0.8379,0.5584,Player,9,LOSS,2,360.0
6,5.0,2.0,1.0,0.0,x,8,0,1,0.5724,0.52,Banker,9,WIN,2,369.0
7,1.0,2.0,0.0,7.0,6,x,1,0,0.55,0.4711,Player,0,NO BET,2,369.0
8,0.0,3.0,0.0,1.0,0,1,1,1,0.8402,0.5682,Player,9,LOSS,2,360.0
9,2.0,0.0,9.0,6.0,9,x,1,0,0.843,0.5042,Banker,9,WIN,2,369.0
10,,,,,,,1,0,0.843,0.5783,Missed,9,Missed,2,369.0
11,1.0,9.0,0.0,0.0,5,7,1,1,0.843,0.5828,Banker,9,WIN,2,378.0
12,0.0,6.0,0.0,0.0,x,7,0,1,0.843,0.5127,Banker,9,WIN,2,387.0
13,0.0,2.0,0.0,0.0,7,5,1,0,0.5917,0.4653,Player,0,NO BET,2,387.0
14,1.0,0.0,3.0,4.0,8,x,1,0,0.825,0.593,Player,9,LOSS,2,378.0
15,6.0,0.0,3.0,0.0,x,9,0,1,0.825,0.6006,Player,9,LOSS,2,369.0
16,3.0,2.0,5.0,0.0,7,x,1,0,0.5288,0.4703,Tie,0,NO BET,2,369.0
17,0.0,1.0,0.0,0.0,1,9,1,1,0.8054,0.6078,Banker,9,WIN,2,378.0
18,,,,,,,1,1,0.8054,0.5401,Missed,9,Missed,2,378.0
1,5.0,8.0,4.0,8.0,5,0,1,1,0.4516,0.492,Player,0,NO BET,0,332.0
2,0.0,0.0,0.0,5.0,6,0,1,1,0.4589,0.4897,Player,0,NO BET,0,332.0
3,5.0,5.0,4.0,0.0,2,1,1,1,0.4589,0.4884,Banker,0,NO BET,0,332.0
4,9.0,0.0,9.0,7.0,0,0,1,1,0.458,0.4907,Player,0,NO BET,0,332.0
5,0.0,6.0,5.0,2.0,0,0,1,1,0.4627,0.49,Banker,0,NO BET,0,332.0
6,0.0,0.0,4.0,2.0,3,9,0,0,0.4896,0.4948,Player,0,NO BET,0,332.0
7,8.0,0.0,1.0,4.0,0,0,1,1,0.4677,0.4929,Player,0,NO BET,0,332.0
8,4.0,7.0,8.0,0.0,0,0,1,1,0.4704,0.4925,Banker,0,NO BET,0,332.0
1,2.0,4.0,1.0,7.0,X,X,0,0,0.4926,0.5098,Banker,0,NO BET,0,337.0
2,5.0,0.0,1.0,7.0,9,X,1,0,0.7902,0.5379,Banker,16,WIN,2,353.0
3,2.0,6.0,3.0,0.0,X,X,0,0,0.4909,0.5088,Player,0,NO BET,0,353.0
4,5.0,4.0,4.0,0.0,X,X,0,0,0.4909,0.5075,Player,0,NO BET,0,353.0
5,8.0,0.0,7.0,0.0,X,X,0,0,0.491,0.507,Player,0,NO BET,0,353.0
6,0.0,8.0,9.0,4.0,0,0,1,0,0.7884,0.538,Player,16,LOSS,2,337.0
7,5.0,1.0,0.0,1.0,X,5,0,1,0.209,0.4737,Tie,16,NO BET,0,337.0
8,,,,,,,0,0,0.4933,0.5023,Player,0,NO BET,0,337.0
9,9.0,0.0,3.0,1.0,X,X,0,0,0.4933,0.5019,Player,0,NO BET,0,337.0
10,6.0,0.0,7.0,0.0,X,X,0,0,0.4933,0.5012,Banker,0,NO BET,0,337.0
11,0.0,8.0,0.0,0.0,X,X,0,0,0.4933,0.4992,Player,0,NO BET,0,337.0
12,9.0,0.0,0.0,3.0,X,X,0,0,0.49,0.4984,Player,0,NO BET,0,337.0
13,6.0,0.0,4.0,0.0,X,6,0,1,0.2299,0.4698,Player,24,WIN,0,361.0
14,8.0,4.0,2.0,7.0,X,X,0,0,0.4883,0.4965,Banker,0,NO BET,0,361.0
15,8.0,3.0,0.0,8.0,X,X,0,0,0.4947,0.4964,Banker,0,NO BET,0,361.0
16,0.0,6.0,0.0,5.0,X,6,0,1,0.2782,0.4687,Player,18,WIN,0,379.0
17,1.0,5.0,7.0,0.0,X,X,0,0,0.499,0.4966,Banker,0,NO BET,0,379.0
18,6.0,7.0,1.0,0.0,3,0,1,1,0.4745,0.492,Player,0,NO BET,0,379.0
19,6.0,9.0,0.0,0.0,0,1,1,1,0.4745,0.4917,Player,0,NO BET,0,379.0
20,0.0,9.0,2.0,4.0,X,X,0,0,0.5204,0.5033,Player,0,NO BET,2,379.0
21,5.0,5.0,5.0,9.0,0,X,1,0,0.6764,0.544,Banker,18,WIN,2,397.0
22,0.0,8.0,8.0,7.0,X,X,0,0,0.5156,0.5055,Player,0,NO BET,2,397.0
1,0.0,1.0,6.0,5.0,7,0,1,1,0.4516,0.4901,Player,0,NO BET,0,397.0
2,8.0,5.0,4.0,0.0,7,0,1,1,0.4537,0.4907,Banker,0,NO BET,0,397.0
3,3.0,0.0,2.0,8.0,7,0,1,1,0.4589,0.4928,Tie,0,NO BET,0,397.0
4,0.0,9.0,5.0,3.0,X,X,0,0,0.4906,0.505,Player,0,NO BET,0,397.0
5,8.0,4.0,0.0,8.0,X,X,0,0,0.492,0.5038,Banker,0,NO BET,0,397.0
6,2.0,9.0,6.0,2.0,X,X,0,0,0.4896,0.502,Banker,0,NO BET,0,397.0
7,7.0,1.0,3.0,8.0,X,X,0,0,0.4896,0.5028,Player,0,NO BET,0,397.0
8,0.0,0.0,0.0,4.0,8,X,1,0,0.7884,0.5392,Player,27,LOSS,2,370.0
9,8.0,4.0,0.0,0.0,0,0,1,1,0.4696,0.4989,Player,0,NO BET,0,370.0
10,2.0,0.0,0.0,9.0,X,X,0,0,0.4902,0.4985,Banker,0,NO BET,0,370.0
11,3.0,2.0,1.0,2.0,0,0,1,1,0.4723,0.5045,Player,0,NO BET,0,370.0
12,0.0,1.0,4.0,8.0,3,0,1,0,0.7607,0.54,Unknown,27,NO BET,2,370.0
13,2.0,2.0,0.0,4.0,6,0,1,1,0.4863,0.5069,Banker,0,NO BET,0,370.0
14,6.0,0.0,8.0,5.0,X,0,0,1,0.3611,0.4736,Player,9,WIN,0,379.0
15,5.0,9.0,6.0,8.0,0,X,1,0,0.6726,0.5402,Tie,18,NO BET,2,379.0
16,0.0,2.0,8.0,8.0,0,X,1,0,0.6726,0.5404,Banker,18,WIN,2,397.0
17,0.0,0.0,9.0,8.0,5,X,1,0,0.6732,0.5397,Banker,18,WIN,2,415.0
18,5.0,6.0,3.0,3.0,4,X,1,0,0.6741,0.5423,Banker,20,WIN,2,435.0
19,9.0,0.0,4.0,1.0,X,X,0,0,0.5163,0.5047,Player,0,NO BET,2,435.0
20,1.0,5.0,0.0,0.0,X,9,0,1,0.3613,0.4658,Banker,20,LOSS,0,415.0
21,8.0,0.0,4.0,0.0,X,X,0,0,0.5161,0.5069,Player,0,NO BET,2,415.0
22,5.0,0.0,1.0,9.0,8,9,1,1,0.4705,0.5033,Banker,0,NO BET,0,415.0
23,1.0,7.0,4.0,2.0,X,X,0,0,0.5165,0.512,Player,0,NO BET,2,415.0
24,3.0,6.0,0.0,0.0,X,X,0,0,0.5165,0.5139,Player,0,NO BET,2,415.0
25,6.0,0.0,0.0,8.0,X,X,0,0,0.5173,0.5138,Banker,0,NO BET,2,415.0
26,0.0,0.0,1.0,7.0,0,8,0,0,0.5177,0.5168,Tie,0,NO BET,2,415.0
27,1.0,6.0,4.0,7.0,X,0,0,1,0.3634,0.4613,Player,20,WIN,0,435.0
28,4.0,4.0,7.0,5.0,X,X,0,0,0.5179,0.5238,Player,0,NO BET,2,435.0
29,0.0,3.0,6.0,0.0,6,1,1,1,0.4701,0.506,Player,0,NO BET,0,435.0
30,0.0,1.0,9.0,1.0,0,0,1,1,0.4701,0.5092,Player,0,NO BET,0,435.0
31,9.0,3.0,8.0,2.0,0,3,1,1,0.4701,0.5103,Banker,0,NO BET,0,435.0
32,6.0,5.0,4.0,9.0,6,0,1,1,0.4701,0.5143,Player,0,NO BET,0,435.0
33,7.0,2.0,4.0,8.0,X,X,0,0,0.5146,0.5465,Player,0,NO BET,2,435.0
34,0.0,5.0,3.0,0.0,2,0,1,1,0.4701,0.5144,Player,0,NO BET,0,435.0
35,0.0,2.0,8.0,8.0,5,X,1,0,0.6785,0.5903,Player,30,LOSS,2,405.0
1,1.0,2.0,9.0,1.0,5,4,1,1,0.4516,0.4924,Player,0,NO BET,0,405.0
2,0.0,0.0,1.0,0.0,8,7,1,1,0.4537,0.4925,Tie,0,NO BET,0,405.0
3,7.0,6.0,7.0,6.0,9,5,1,1,0.4513,0.4922,Banker,0,NO BET,0,405.0
4,7.0,5.0,0.0,5.0,0,X,1,0,0.7876,0.5354,Banker,20,WIN,2,425.0
5,0.0,1.0,3.0,4.0,4,X,1,0,0.7885,0.5348,Banker,20,WIN,2,445.0
6,9.0,1.0,0.0,3.0,0,4,1,1,0.4616,0.493,Banker,0,NO BET,0,445.0
7,0.0,7.0,1.0,8.0,X,X,0,0,0.493,0.5034,Banker,0,NO BET,0,445.0
8,0.0,0.0,3.0,9.0,0,9,1,1,0.4651,0.4947,Banker,0,NO BET,0,445.0
9,9.0,0.0,8.0,6.0,X,X,0,0,0.493,0.4992,Player,0,NO BET,0,445.0
10,0.0,9.0,0.0,0.0,X,X,0,0,0.4869,0.497,Player,0,NO BET,0,445.0
11,0.0,0.0,7.0,0.0,6,1,0,0,0.4852,0.4986,Tie,0,NO BET,0,445.0
12,6.0,7.0,4.0,1.0,6,0,1,1,0.4744,0.4927,Player,0,NO BET,0,445.0
13,0.0,0.0,0.0,3.0,5,1,1,1,0.4853,0.4922,Player,0,NO BET,0,445.0
1,0.0,6.0,5.0,0.0,X,8,0,1,0.2033,0.468,Player,22,WIN,0,467.0
2,0.0,0.0,0.0,3.0,X,X,0,0,0.491,0.506,Banker,0,NO BET,0,467.0
3,0.0,1.0,6.0,3.0,X,X,0,0,0.491,0.5056,Banker,0,NO BET,0,467.0
4,3.0,4.0,0.0,0.0,X,0,0,1,0.2072,0.4694,Player,22,WIN,0,489.0
5,1.0,2.0,0.0,1.0,3,4,1,1,0.4607,0.4948,Player,0,NO BET,0,489.0
6,6.0,0.0,4.0,8.0,X,2,0,1,0.2126,0.4733,Player,24,WIN,0,513.0
7,8.0,9.0,4.0,0.0,X,7,0,1,0.2181,0.4744,Player,24,WIN,0,537.0
8,4.0,2.0,7.0,5.0,0,X,1,0,0.7853,0.5378,Player,39,LOSS,2,498.0
9,9.0,8.0,2.0,7.0,X,X,0,0,0.4933,0.5025,Banker,0,NO BET,0,498.0
10,0.0,2.0,0.0,0.0,5,3,1,1,0.4668,0.4995,Player,0,NO BET,0,498.0
11,0.0,4.0,8.0,0.0,X,X,0,0,0.4883,0.4993,Banker,0,NO BET,0,498.0
12,0.0,0.0,2.0,0.0,0,3,1,1,0.4847,0.5021,Banker,0,NO BET,0,498.0
13,7.0,4.0,1.0,0.0,0,2,1,1,0.4682,0.5014,Banker,0,NO BET,0,498.0
14,5.0,0.0,5.0,0.0,1,4,1,1,0.4682,0.4984,Banker,0,NO BET,0,498.0
15,3.0,6.0,0.0,2.0,X,X,0,0,0.5138,0.4996,Player,0,NO BET,2,498.0
16,3.0,0.0,3.0,8.0,6,2,1,1,0.4745,0.5048,Player,0,NO BET,0,498.0
17,8.0,9.0,0.0,0.0,X,0,0,1,0.3611,0.4741,Player,12,WIN,0,510.0
18,7.0,0.0,3.0,8.0,X,1,0,1,0.3611,0.4744,Player,12,WIN,0,522.0
19,4.0,8.0,5.0,0.0,0,X,1,0,0.6729,0.5516,Banker,26,WIN,2,548.0
20,0.0,0.0,3.0,0.0,6,0,1,1,0.47,0.5062,Player,0,NO BET,0,548.0
21,0.0,0.0,3.0,9.0,4,0,1,1,0.47,0.5069,Player,0,NO BET,0,548.0
22,2.0,7.0,1.0,6.0,X,X,0,0,0.5163,0.514,Player,0,NO BET,2,548.0
23,8.0,1.0,2.0,1.0,X,X,0,0,0.518,0.5149,Player,0,NO BET,2,548.0
24,0.0,4.0,1.0,7.0,X,X,0,0,0.5182,0.5164,Banker,0,NO BET,2,548.0
25,6.0,0.0,4.0,0.0,X,0,0,1,0.3626,0.4715,Player,26,WIN,0,574.0
26,9.0,6.0,8.0,4.0,1,9,1,1,0.4705,0.5,Player,0,NO BET,0,574.0
27,6.0,2.0,6.0,3.0,X,X,0,0,0.5175,0.5287,Banker,0,NO BET,2,574.0
28,0.0,0.0,7.0,0.0,4,3,0,0,0.5175,0.5323,Tie,0,NO BET,2,574.0
29,0.0,4.0,2.0,0.0,7,3,1,1,0.4688,0.502,Banker,0,NO BET,0,574.0
30,3.0,0.0,7.0,0.0,X,X,0,0,0.5175,0.5403,Banker,0,NO BET,2,574.0
31,7.0,3.0,0.0,8.0,X,X,0,0,0.5175,0.545,Banker,0,NO BET,2,574.0
32,8.0,5.0,2.0,0.0,6,6,1,1,0.4688,0.5031,Player,0,NO BET,0,574.0
33,5.0,5.0,0.0,5.0,4,5,1,1,0.4688,0.5053,Player,0,NO BET,0,574.0
34,2.0,4.0,0.0,4.0,X,6,0,1,0.3608,0.469,Player,28,WIN,0,602.0
35,0.0,3.0,0.0,0.0,3,0,1,1,0.4688,0.5097,Player,0,NO BET,0,602.0
36,9.0,6.0,0.0,0.0,2,0,1,1,0.4683,0.5129,Player,0,NO BET,0,602.0
37,0.0,1.0,0.0,7.0,X,X,0,0,0.5175,0.5623,Player,0,NO BET,2,602.0
38,0.0,1.0,0.0,7.0,X,X,0,0,0.5175,0.5633,Banker,0,NO BET,2,602.0
39,1.0,0.0,6.0,4.0,9,3,1,1,0.4687,0.516,Banker,0,NO BET,0,602.0
40,5.0,0.0,3.0,0.0,1,0,1,1,0.4631,0.5137,Player,15,WIN,0,617.0
41,9.0,9.0,9.0,0.0,X,X,0,0,0.5103,0.5722,Banker,0,NO BET,2,617.0
42,8.0,0.0,0.0,9.0,X,X,0,0,0.5105,0.5728,Banker,0,NO BET,2,617.0
43,0.0,9.0,7.0,9.0,X,X,0,0,0.5105,0.5741,Player,0,NO BET,2,617.0
44,9.0,9.0,0.0,7.0,X,X,0,0,0.5125,0.5753,Player,0,NO BET,2,617.0
45,9.0,5.0,2.0,6.0,1,X,1,0,0.661,0.6378,Banker,45,WIN,2,662.0
46,0.0,7.0,5.0,0.0,0,0,1,1,0.4518,0.5198,Player,16,WIN,0,678.0
47,0.0,5.0,0.0,1.0,8,7,1,1,0.4518,0.5194,Banker,16,LOSS,0,662.0
48,7.0,0.0,0.0,0.0,X,0,0,1,0.345,0.4663,Player,48,WIN,0,710.0
49,6.0,6.0,2.0,0.0,4,X,1,0,0.6582,0.6499,Player,51,LOSS,2,659.0
50,1.0,3.0,3.0,2.0,7,0,1,1,0.4383,0.5251,Banker,16,LOSS,0,643.0
51,1.0,2.0,4.0,6.0,0,2,1,1,0.4383,0.5295,Player,16,WIN,0,659.0
52,7.0,5.0,8.0,4.0,0,8,1,1,0.4391,0.5266,Player,16,WIN,0,675.0
53,0.0,6.0,8.0,0.0,X,X,0,0,0.5028,0.573,Banker,0,NO BET,2,675.0
54,8.0,0.0,5.0,1.0,X,X,0,0,0.5028,0.5677,Player,0,NO BET,2,675.0
55,9.0,0.0,9.0,5.0,X,X,0,0,0.5034,0.568,Player,0,NO BET,2,675.0
56,7.0,0.0,5.0,8.0,X,0,0,1,0.3233,0.4527,Player,48,WIN,0,723.0
57,5.0,0.0,0.0,7.0,0,X,1,0,0.6766,0.6653,Banker,54,WIN,2,777.0
58,7.0,0.0,5.0,9.0,9,X,1,0,0.6823,0.665,Banker,57,WIN,2,834.0
59,2.0,1.0,1.0,6.0,6,X,1,0,0.674,0.6706,Player,60,LOSS,2,774.0
60,6.0,9.0,1.0,3.0,8,X,1,0,0.7913,0.5358,Banker,38,WIN,2,812.0
61,5.0,0.0,0.0,2.0,0,7,1,1,0.4516,0.4925,Banker,0,NO BET,0,812.0
1,0.0,0.0,9.0,9.0,9,X,1,0,0.7886,0.5388,Player,40,LOSS,2,772.0
2,8.0,7.0,6.0,6.0,4,8,1,1,0.4492,0.495,Player,0,NO BET,0,772.0
3,0.0,5.0,0.0,0.0,9,6,1,1,0.4565,0.4937,Banker,0,NO BET,0,772.0
4,3.0,0.0,9.0,2.0,0,7,1,1,0.4565,0.4974,Banker,0,NO BET,0,772.0
5,0.0,9.0,9.0,1.0,X,X,0,0,0.4869,0.504,Player,0,NO BET,0,772.0
6,6.0,0.0,7.0,1.0,X,X,0,0,0.4869,0.502,Banker,0,NO BET,0,772.0
7,8.0,4.0,0.0,7.0,0,X,1,0,0.7823,0.5395,Banker,38,WIN,2,810.0
8,0.0,9.0,0.0,4.0,X,X,0,0,0.4869,0.4997,Player,0,NO BET,0,810.0
9,2.0,1.0,5.0,7.0,3,2,1,1,0.4614,0.4996,Player,0,NO BET,0,810.0
10,6.0,0.0,7.0,6.0,X,0,0,1,0.2192,0.4694,Player,60,WIN,0,870.0
11,3.0,1.0,0.0,6.0,0,X,1,0,0.7725,0.5455,Banker,63,WIN,2,933.0
12,7.0,5.0,4.0,0.0,1,X,1,0,0.7704,0.5462,Banker,69,WIN,2,1002.0
13,0.0,0.0,3.0,8.0,0,2,1,1,0.4879,0.4932,Banker,0,NO BET,0,1002.0
14,1.0,0.0,4.0,0.0,6,X,1,0,0.7129,0.5495,Banker,50,WIN,2,1052.0
15,8.0,7.0,0.0,1.0,0,0,1,1,0.474,0.4925,Player,0,NO BET,0,1052.0
16,3.0,4.0,0.0,0.0,X,0,0,1,0.3651,0.4668,Player,26,WIN,0,1078.0
